word_id	morphology	lemma_source	lemma_ipa	definition
1089		бо'къIве̄шаноликьа̄/б/е	b-o'-q͡χ’ʷ-eː-ʃ-a-n-o-l-i-t͡ɬʼː-aː-b-e	 четырехсотый; _тлян._ *боъобешенулекьеб*
1090	(-лъ̄илIи)	бо'къIиликьа̄жо	b-o'-q͡χ’-i-l-i-t͡ɬʼː-aː-ʒ-o	вторник (_букв._ четвертый день); _ратл._ *хадус̄ежо*, _тлян._ *хедужо*
1091		бо'къIиликьида/б/е	b-o'-q͡χ’-i-l-i-t͡ɬʼː-i-d-a-b-e	 _числ._ четвертый; *бокъIили-кьидабе микъилъ̄и* четвертый раз; *бокъIиликьидабе къватIа* четвертая улица; _ратл._ *бекъIекьидаб*, _тлян._ *боъилекьеб*
1092		бо'къIиликьа̄/б/е	b-o'-q͡χ’-i-l-i-t͡ɬʼː-aː-b-e	 _числ._ четвертый; *бокъIили-кьидабе микъилъ̄и* четвертый раз; *бокъIиликьидабе къватIа* четвертая улица; _ратл._ *бекъIекьидаб*, _тлян._ *боъилекьеб*
1093		бо'къIичIе	b-o'-q͡χ’-i-t͡ʃ’-e	 _числ._ четырежды; *бокъIичIе иштуда* – *къеᴴдода* четырежды пять – двадцать; _тлян._ *боъичIе(да*), _цег._ *боъчIе*
1094		бо'къIилилIи	b-o'-q͡χ’-i-l-i-t͡ɬː-i	 четверка (_оценка_); *гьудус̄ва историйалъ̄а* *бокъIилилIи бекъIари* по истории он получил четверку; _ратл._ *бокъIелилIи*, _тлян._ *боъолилIи*, _цег._ *боълилI*
1095		бокъIо'да	b-o-q͡χ’-o'-d-a	 _числ._ четыре; *бокъIода боцĪо* четыре месяца; *бокъIода* *микIе* четверо детей; _цег._ *боъода*, _ратл._ *бокъIеда*
1096		бокъIва̄	b-o-q͡χ’ʷ-aː	 _числ._ четыре; *бокъIода боцĪо* четыре месяца; *бокъIода* *микIе* четверо детей; _цег._ *боъода*, _ратл._ *бокъIеда*
1097		бокъIо̄къIо̄да	b-o-q͡χ’-oː-q͡χ’-oː-d-a	_числ._ по четыре; *бокъIо̄къIода жиᴴво* по четыре коровы; _тлян._ *боъо-ъода*
1098		бокъIо'лъи	b-o-q͡χ’-o'-ɬ-i	 _нареч._ на четыре части; *бокъIолъи бикъурулъIа* разделить на четыре части; _ратл._ *бокъIелIи*, _тлян._ *боъолIи*
1099		бокъIо'ча	b-o-q͡χ’-o'-t͡ʃ-a	 четверка (_номер_); *бокъIоча тралебус̄е* троллейбус под номером четыре; _тлян._ *боъилилIи / боъолIи*
1100		б/о'кьада/б/е	b-o'-t͡ɬʼː-a-d-a-b-e	 1. _прич. гл._ *бокьу'рулъIа* 2. _в знач. прил._ жаркий, знойный; *бокьадабе милъи* знойный день; _ратл._ *бокьадаб*, _тлян._ *бокьаб*
1101	(-ролIи)	б/о'кьайе	b-o'-t͡ɬʼː-a-j-e	1) распаление 2) растапливание (_печи_); растопка 3) отогревание 4) поджаривание (_зерна_); _тлян._ *бокьатIен*
1102	(-ролIи)	б/о'кье	b-o'-t͡ɬʼː-e	1) жара, зной 2) разгорание 3) раскаление, распаление (_о солнце_); _ратл._ *бокьери*, _тлян._ *бокьер*
1103	(-ролIи)	б/о'кье	b-o'-t͡ɬʼː-e	горечь; _тлян._ *бокьер*
1104		б/о'кьида/б/е	b-o'-t͡ɬʼː-i-d-a-b-e	 1) горький (_прям. и перен._); *бокьидабе дару* горькое лекарство; *бокьидабе рокьи* несчастная любовь (_букв._ горькая любовь) 2) _перен._ неприятный; *бокьидабе рекъIи* неприятное слово; _цег., тлян._ *бокьаб*, _ратл._ *бокьидаб* 
1105	(-ролIи)	б/о'кьокьайе	b-o'-t͡ɬʼː-o-t͡ɬʼː-a-j-e	_многокр._ растапливание; растопка 2) раскаление; _тлян._ *бокьокьер*
1106	(-а̄ри, -ва, -айа', -айе̄гье, -а̄ре)	б/о'кьокьо̄/рулъIа	b-o'-t͡ɬʼː-o-t͡ɬʼː-oː-r-u-t͡ɬ-a	_многокр._ 1) растапливать (_печь_); *ц̄ибера печи бокьо-кьо̄рулъIа бухьиде* зимой придется растапливать печь 2) раскалять; *мих̄игъва бокьокьа̄ри *сковорода накалилась; _тлян._ *бокьокьетIехъе*
1107	(-ари', -ва,  -а', -е̄'гье, -е'ре)	б/окьокьу'/рулъIа	b-o-t͡ɬʼː-o-t͡ɬʼː-u'-r-u-t͡ɬ-a	_многокр._ разгораться, накаляться (_с большой силой_); *печи бокьокьари* печь накалилась; _тлян._ *бокьокьехъе*
1108	(-а̄ри, -ва, -айа', -айе̄гье, -а̄ре)	б/окьо̄'/рулъIа	b-o-t͡ɬʼː-oː'-r-u-t͡ɬ-a	1) раскалять _что-л.;_ *мих̄игъва бокьо̄рулъIа* раскалить сковороду; *цĪаᴴ бокьо̄рулъIа* раскалить соль 2) растапливать (_печь_) 3) отогреваться; *милъикьи ракъолIи* *бокьо̄*-*рулъIа* отогреваться на солнце (_букв._ раскалять спину) 4) слегка поджаривать, подогревать (_кукурузу, льняные, конопляные семена – перед_ _помолом_) 5) _перен._ избивать, пороть; *рос̄и бокьо̄рулъIа* отстегать (_шалуна_) по ягодице; _ратл._ *бокьайтIулахъе*, _тлян._ *бокьотIехъе*, _цег._ *бокьахъе*
1109	(-ари', -ва, -а', -е̄'гье, -е'ре)	б/окьу'/рулъIа	b-o-t͡ɬʼː-u'-r-u-t͡ɬ-a	1) разгораться; *печи бокьари* печка разгорелась 2) раскаляться; накаляться; *къуни бокьари* сковорода раскалилась 3) распаляться (_о солнце_); становиться знойным (_о погоде_); *милъи бокьадабе жо* знойный день; _ратл._ *бокьулахъе*, _тлян._ *бакьехъе*, _цег._ *бокьахъе*
1110	(-ари', -ва, -а', -е̄'гье, -е'ре)	б/окьу'/рулъIа	b-o-t͡ɬʼː-u'-r-u-t͡ɬ-a	горчить; горьким быть (_стать_); *гьекьIари бокьере годи* во рту – горечь; *богъо къаᴴдарилъ̄и* *уᴴцĪила бокьиде* _погов._ мера во всем хороша (_букв._ от обильного употребления и мед становится горьким); _ратл._ *бокьулахъе*, _тлян._ *бокьехъе*, _цег._ *бокьтIахъе*
1111		б/о'кьIада/б/е	b-o'-t͡ɬʼ-a-d-a-b-e	 1. _прич. гл._ *бокьIу'рулъIа* 2. _в знач. прил._ больной; нездоровый; *бокьIадабе рекьIа* больная рука ◊ *гелIи бокьIадабе чула* то, что не дает покоя тяготит, беспокоит (_букв._ внутри больная вещь); _ратл._ *бокьIадаб*, _тл._, _цег._ *ботIаб*
1112	(-ролIи)	б/о'кьIайе	b-o'-t͡ɬʼ-a-j-e	причинение боли; _тл._ *ботIутIер*
1113	(-ролIи)	б/о'кьIе	b-o'-t͡ɬʼ-e	боль (_физическая_) *миналIи бокьIе* головная боль; _ратл._ *бокьIери*, _тл._ *ботIер*
1114	(-а̄ри, -ва, -айа', -айе̄гье, -а̄ре)	б/окьIо̄'/рулъIа	b-o-t͡ɬʼ-oː'-r-u-t͡ɬ-a	причинять боль; *меде къитIуба, бокьIа̄ре гвели* не щипайся, мне больно (_букв._ причиняешь боль); *меде рекьIа бокьIа̄ре годи* ты причиняешь боль руке; *меде уколи* *гвидарилъ̄и бокьIа̄ри диге* мне было больно, когда ты делала укол; _ратл._ *бокьIайтIулахъе*, _тл._ *ботIутIехъе*, _цег._ *ботIахъе*
1115		бокьIулахъе	b-o-t͡ɬʼ-u-l-a-q͡χː-e	(_ратл._), *ботIехъе *(_тл._), *ботIахъе *(_цег._) _см._* чако̄'нулъIа*
1116	(-ари', -ва, -а', -е̄'гье, -е'ре)	б/окьIу'/рулъIа	b-o-t͡ɬʼ-u'-r-u-t͡ɬ-a	чувствовать боль; *чили рокьIере геди* зубы болят; *река бокьIере годи* живот болит; *макъала* *бо-кьIурулъIа болIари* горло начало болеть; *чаᴴка бокьIере годи* сильно болит; *ракIва бокьIере годи* а) сердце болит б) _перен._ душа болит; _ратл._ *бокьIулахъе*, _тл._ *ботIехъе*, _цег._ *ботIахъе*
1117	(-нилIи, -на)	болъо'	b-o-ɬ-o-'	свинья; кабан; *болъонилIи рикьи* свинина; *болъонилIи гьане* смалец, свиное сало; *болъонилIи баша* поросенок; *ахвалIи* *болъо* кабан (_букв._ дикая свинья); _ратл._, _тл._ *болъани*
1118	(-ролIи)	б/олIе'	b-o-t͡ɬː-e-'	1) походка; *рещада(бе)* *болIе* красивая, грациозная походка; *экIвас̄у(бе) болIе* мужская походка 2) вхождение, выход 3) вселение; _ратл._ *болIери*, _тл._* булIер*
1119	(-ролIи)	б/олIе'	b-o-t͡ɬː-e-'	1) исполнение, претворение 2) бытование, укоренение 3) случай, получение 4) превращение 5) образование, появление 6) происшествие 7) поступление 8) завершение 9) рост, вырастание; _ратл._ *болIери*, _тл._ *булIер*, _цег._ *булIер*
1120	(-ролIи)	б/олIе'	b-o-t͡ɬː-e-'	игра _во что-л._; *кагъилиге болIе* игра в карты; *шишинидалъ̄иге болIе* игра в прятки; _ратл._ *болIери*, _тл._* булIер*
1121	(-ролIи)	б/олIе'	b-o-t͡ɬː-e-'	умение; _тл._* булIер*
1122		б/олIе'рохъе	b-o-t͡ɬː-e'-r-o-q͡χː-e	_в знач. нареч._ по возможности; как получится; *болIе-рохъе гуйа *сделай по возможности; *болIерохъе охьа* отдашь как получится; _тл._ *булIейхъе*
1123	(-ари', -ва, -а', -е̄'гье, -е'ре)	б/олIолIу'/рулъIа	b-o-t͡ɬː-o-t͡ɬː-u'-r-u-t͡ɬ-a	_многокр._ 1) научиться ходить, делать первые шаги (_о ребенке_); *микIе реше йекъIидалъ̄а* *болIолIари* до года ребенок начал ходить 2) походить; *мада болIарилъ̄и богъо* *болIолIиди шода гведа* после болезни полезно походить; _ратл._ *болIо-лIулахъе*, _тл._ *булIулIехъе*, _цег._ *булIулIахъе*
1124	(-а̄ри, -ва, -айа', -айе̄гье, -а̄ре)	б/олIо̄'/рулъIа	b-o-t͡ɬː-oː'-r-u-t͡ɬ-a	гнать; выгонять; *эша болIо̄рулъIа* выгнать; *чIилоне эх̄а болIо̄рулъIа* выгнать из дому; *хIе̄мана цĪарурулъIа ролIо̄рулъIа* гнать скотину на водопой; _ратл._ *болIайтIулахъе,* _тл._ *букъехъе*, _цег._ *букъахъе*
1125	(-а̄ри, -ва, -айа', -айе̄гье, -а̄ре)	б/олIо̄'/рулъIа	b-o-t͡ɬː-oː'-r-u-t͡ɬ-a	1) завершать, заканчивать; *дибе гвида гьула болIаде* я завершил работу 2) вырастить; *деде аᴴде болIаде гьугус̄убе *я вырастила его хорошим человеком; _ратл._ *болIавлахъе*, _тл._ 1) *тIоъехъе* 2) *болIутIехъе*, _цег._ 1) *тIоъахъе *2)* болIутIахъе*
1126	(-ари', -ва, -а', -е̄'гье, -е'ре)	б/олIу'/рулъIа	b-o-t͡ɬː-u'-r-u-t͡ɬ-a	1) ходить (_передвигаться_); *дилъIа йелIурулъIа иᴴдики* я не могу ходить; *болIӣгьи* *мунулъIа* идти пешком 2) входить или выходить; *иᴴцĪохъуне гелIа болIурулъа *зайти в дом* *3) вселяться; *чIиᴴдалIи чIи-лалихъа болIурулъIа *вселиться в новый дом 4) залезать; *лъ̄еᴴлIа* *болIу-рулъIа* влезть в воду; _цег._ *булIахъе*, _тлян._ *булIехъе*, _ратл._ *болIулахъе*
1127	(-ари', -ва, -а', -е̄'гье, -е'ре)	б/олIу'/рулъIа	b-o-t͡ɬː-u'-r-u-t͡ɬ-a	1) исполняться; претворяться; *илIа квиᴴлъабе чула болIере годи* наши планы исполняются; *диге ракIвароге бикIвабе чула болIари* исполнилось мое желание 2) заканчиваться, завершаться; *кукъи болIари* работа завершилась; *даци болIари* урок закончился; *чIила гере̄гье ролIари* строительство дома завершилось; *утуска болIалакъIо* до конца отпуска; *гьудус̄убе иᴴститути болIари *он закончил институт 4) расти, вырастать; *гъосо болIере голъIа дибе* у меня волосы плохо растут; *ваша иᴴкIа(ве) волIо̄гье гуди* мальчик вырос 5) образовываться, появляться; *рекьIоге гьими болIари* на руке выросла бородавка 6) поступать _куда-л._; *кукъага волIурулъIа* поступать на работу 7) бытовать, укореняться; *гIадатилъе болIари* стало традицией 8) случаться; получаться, происходить; *гьубе с̄игида болIари *это случилось давно; *гьугусубе шода аᴴде болIиде* из него получится хороший человек; *чего чула* *болIалаголе* как бы чего не случилось; *ракIварогедала голъIа чула болIари* случилось не предвиденное 6) начинать, становиться, приступать _к чему-л._ (_употребляется в сочетании с инфинитивом другого глагола_); *экIвахъурулъIа* *волIурулъIа* выйти на ковер (_букв._ бороться выйти); *гъурулъIа волIари* начал говорить; *налъ̄урулъIа волIари* начал ругать ◊ *акьега болIурулъIа* а) вмешаться _во что-л._ б) _перен._ выполнять роль миротворца; _цег._ *булIахъе*, _тлян._ *булIехъе*, _ратл._ *болIулахъе*
1128	(-ари', -ва, -а', -е̄'гье, -е'ре)	б/олIу'/рулъIа	b-o-t͡ɬː-u'-r-u-t͡ɬ-a	играть _во что-л._; *кагъилиге болIурулъIа* играть в карты; *шишинадалъ̄иге болIурулъIа* играть в прятки; *бахьидалъ̄иге болIурулъIа *играть в ловитки; _тл._ *булIехъе*, _цег._ *булIахъе*
1129	(-ари', -ва, -а', -е̄'гье, -е'ре)	б/олIу'/рулъIа	b-o-t͡ɬː-u'-r-u-t͡ɬ-a	1) мочь, уметь; *дибе гьу(бе) иши болIике* я не справлюсь с этим делом; *гьус̄убе квиᴴда чула болIири *ему все под силу 2) осмеливаться, решаться _на что-л._; *гьаᴴдирига экьу аᴴде* *болIилъIа* никто не осмелился сказать в лицо; *гьаᴴже болIа* попробуйте еще раз (_посмейте теперь_); _ратл._ *болIулахъе*, _тл._ *булIехъе*
1130		боте	b-o-t-e	1*. *_масд.гл_*. ботурулъIа *2.III* (-ролIи) *просеивание; _ратл._ *ботери*, _тл._, _цег._ *ботер*
1131	(-ари', -ва, -а', -е̄'гье, -е'ре)	боту'/рулъIа	b-o-t-u'-r-u-t͡ɬ-a	просеивать, пропускать через сито; *атIалIи ботурулъIа* просеять муку; *сали ботурулъIа* просеивать песок (_очищать от камушков_); _цег._ *ботахъе*, _тлян._ *ботерихъе / ботехъе*, _ратл._ *ботулахъе*
1132	(-ролIи)	б/о'х̄е	b-o'-χː-e	радость; _цег._, _тл._ *бох̄ер*, _ратл._ *бох̄ери*
1133	(-ари', -ва, -а', -е̄'гье, -е'ре)	б/ох̄у/рулъIа	b-o-χː-u-r-u-t͡ɬ-a	радоваться; _см. тж._ *бех̄урулъIа*; _цег._ *бох̄охъе*, _тлян._ *бох̄ехъе / бох̄ерихъе*, _ратл._ *бох̄авлахъе*
1134	(-лъ̄илIи, -ла)	бо'хIокIисе	b-o'-ћ-o-k’-i-s-e	бука (_угрюмый или вечно недовольный человек_); _цег._ *бугIехь*, _тлян._ *богIехьи / богIотехьи*, _ратл._ *бугIилай кучи*
1135	(-лъ̄илIи, -ди)	бо'цо	b-o'-t͡s-o	_неодобр. прозвище_ толстяк (_об упитанном ребенке_); _тлян._ *борци*, _ратл._ *бургъа*
1136	(-лалIи)	боцĪо'	b-o-t͡s’ː-o-'	луна; *бо-цĪолалIи квани* лунный свет; *чIиᴴдалIи* *боцĪо* новолуние (_букв._ новая луна); *боцĪо бихье* лунное затмение (_букв._ держание луны); *бечIадабе боцĪо* полнолуние (_букв._ полная луна); *боцĪолIи* *ралъIа* лунная ночь
1137	(-лIи /лъ̄илIи, -ла)	боцĪо'	b-o-t͡s’ː-o-'	календарный месяц; *къIели бихьеролIи* *боцĪо* месяц поста (_букв._ рот держащий месяц); *микъес̄е боцĪо* полмесяца; *боцĪолIи хажи* месячная зарплата; *риъиболIи боцĪо* весенний месяц; *боцĪолIи ахи* конец месяца
1138	(-лIи, -ла)	бо'чика	b-o'-t͡ʃ-i-k-a	бочка; *бочикалIи кIиликIа* обручи, скрепляющие клепки бочки; _ратл._ _тлян._ *бочка*, _цег._ *почка*
1139	(-ролIи)	б/о'чIилайе	b-o'-t͡ʃ’-i-l-a-j-e	1) освобождение, спасение (_избавление_) 2) благополучное завершение _чего-л._ 3) завершение в срок 4) упущение _чего-л._ 5) выход (_на поверхность, наружу_); _тлян._ *борчIилер*
1140	(-а̄ри, -ва, -айа', -айе̄гье, -а̄ре)	б/о'чIило̄/рулъIа	b-o'-t͡ʃ’-i-l-oː-r-u-t͡ɬ-a	1) завершаться; пройти благополучно; *кукъи гуйе бочIила̄ри* работа прошла благополучно; *цĪари цĪедалъ̄а х̄аме бочIила̄ри* до начала дождей косовица завершилась 2) вырываться; *рекъIи экье бочIила̄ри* _перен._ вырвалось слово; *гуйе бо-чIила̄дабе гьулалъ̄а гурулъIа гьула бикIике* _погов._ сделанного не воротишь 3) спасаться _от кого-чего-л._; *ву-кьIилъIо̄гье вочIило̄рулъIа* спастить от смерти 4) упускать; *квадуне бочIило̄рулъIа* а) упасть с рук, выронить б) упустить возможность, шанс 5) избегать _чего-л._, избавляться _от чего-л._; *вукьIилъIо̄гье вочIило̄рулъIа* а) избежать болезни б) остаться в живых; *балагьелъ̄игу вочIило̄рулъIа* избежать беды; _ратл._ *борчIилавлахъе*, _тлян. _*борчIилехъе*, _цег._ *бочIлахъе*
1141	(-ролIи)	б/о'чIилотIайе	b-o'-t͡ʃ’-i-l-o-t’-a-j-e	1) спасение 2) освобождение 3) завершение _чего-л._
1142	(-а̄ри, -ва, -айа', -айе̄гье, -а̄ре)	б/о'чIило̄тIо/рулъIа	b-o'-t͡ʃ’-i-l-oː-t’-o-r-u-t͡ɬ-a	1) освобождать; *гекьу бочIило̄тIорулъIа* вызволить _кого-л._ 2) спасать; *балагьелъ̄игуне вочIило̄тIурулъIа* спасать от беды; *бечIуха жомога* *бочIило̄тIорулъIа* провести зимовку скота благополучно (_букв._ спасти скот на травку) 3) завершать _что-л._; *х̄аме бочIило̄тIорулъIа цĪедалъ̄а* завершить косовицу до начала дождей; _тлян._ *борчIилотIехъе*, _цег._ *бочIлатIахъе*_ _
1143	(-ролIи)	бо'ъос̄орайе	b-o'-ʔ-o-sː-o-r-a-j-e	вывертывание (_наизнанку_); лицовка; _тлян._* боъос̄орер*
1144	(-а̄ри, -ва, -айа', -айе̄гье, -а̄ре)	боъос̄оро̄'/рулъIа	b-o-ʔ-o-sː-o-r-oː'-r-u-t͡ɬ-a	лицевать _что-л._; выворачивать наизнанку; *гъати боъо-с̄орайе̄гье ичIурулъIа* надеть пиджак наизнанку; *мачIичIа боъос̄оро̄рулъIа* вывернуть носки наизнанку; _ратл._ *бугъос̄орулахъе*, _тлян._* боъос̄орехъе*
1145	(-лIи)	бӯба'	b-uː-b-a-'	_дет._ прогулка; *бу'ба мунулъIа* идти на прогулку; _тлян._ *буба*, _ратл._ *буба*
1146	(-лIи)	буйи'	b-u-j-i-'	_дет._ прогулка; *бу'ба мунулъIа* идти на прогулку; _тлян._ *буба*, _ратл._ *буба*
1147	(-лъ̄илIи / -лIи /-олIи, -и)	бугъа'	b-u-ʁ-a-'	1) бык-производитель; *бугъолIи кIоли* бычья шея 2) _перен._ здоровяк; *бугъолIухъе кIолила бихьо̄гье гуди гьудуве* он здоров как бык (_букв._ как у быка держит шею); _ратл._ *бургъа*
1148		бугъа'х̄ада/б/е	b-u-ʁ-a'-χː-a-d-a-b-e	 бугаеподобный; *бугъах̄адайе* *акĪа* _перен._ властная женщина (_букв._ бугаеподобная женщина); _ратл._ *бургъагулаб*, _цег._ *бугъахъунаб*, _тлян._ *бугъах̄аб*
1149		бугъа'х̄а̄/б/е	b-u-ʁ-a'-χː-aː-b-e	 бугаеподобный; *бугъах̄адайе* *акĪа* _перен._ властная женщина (_букв._ бугаеподобная женщина); _ратл._ *бургъагулаб*, _цег._ *бугъахъунаб*, _тлян._ *бугъах̄аб*
1150	(-лIи / -лъилIи, -ди)	бугьу'ра	b-u-h-u'-r-a	челка; чуб; *вашалобе бугьура* мальчишеский чуб; *хьваналIи бугьура* челка коня; *нидо гьаригикабе бугьура* скрывающая лоб челка; _тлян._ *гъало / кьури*, _цег._ *щабтIаб*
1151		бу'жада/б/е	b-u'-ʒ-a-d-a-b-e	 надежный; доверенный; *бужадаве экIва* а) надежный человек б) доверенное лицо; *бужадаве чокъа* надежный друг; *бужадабе цĪелъе* верная дружба; *бужадабе иши* доверенное дело; _ратл._ *бужодаб*, _тлян._, _цег._ *бужаб *
1152		бу'жа̄/б/е	b-u'-ʒ-aː-b-e	 надежный; доверенный; *бужадаве экIва* а) надежный человек б) доверенное лицо; *бужадаве чокъа* надежный друг; *бужадабе цĪелъе* верная дружба; *бужадабе иши* доверенное дело; _ратл._ *бужодаб*, _тлян._, _цег._ *бужаб *
1153	(-ролIи)	бу'жве	b-u'-ʒʷ-e	доверие; _ратл._ *бужери*, _цег._, _тлян._ *бужер*
1154		бужайе	b-u-ʒ-a-j-e	 1. _масд. гл_*. бу'жо̄рулъIа *2. III* (-ролIи)* обнадеживание
1155		бу'жида/б/е	b-u'-ʒ-i-d-a-b-e	 доверчивый; *бу'-жидаве экIва* доверчивый человек; *бужидийе микIели* доверчивые дети; *мача-мачалъ̄ига бужидаве* доверчивый (_букв._ всему сказанному верящий); _тлян._, _цег._ *бужаб*, _ратл._ *божидаб*
1156	(-а̄ри, -ва, -айа', -айе̄гье, -а̄ре)	бу'жо̄/рулъIа	b-u'-ʒ-oː-r-u-t͡ɬ-a	1) уверять, заверять, убеждать; обнадеживать; *чви гогьола бужо̄рулъIа иᴴдилъIа дилъIа* *гьудуве* я никак не смог его убедить 2) _перен._ соблазнять; *йаше бужайе̄гье йелъ̄у-рулъIа* соблазнив, оставить девушку; _ратл._ *бужайтIулахъе*, _тлян._ *бужутIе-хъе*, _цег._ *бужтIахъе*
1157	(-лъ̄илIи)	бу'жу	b-u'-ʒ-u	1) вера; доверие; *дибе дуга бужу голъIа* я потерял к тебе доверие 2) надежда; *бужу голъIа иши* ненадежное дело; *дибе* *дуга чаᴴка бужу бикIвари* у меня вся надежда была на тебя; *бужу ретIвабе* безнадежный (_о больном при смерти_), _букв._ надежду потерявший; _ратл._ *бужери*, _цег._ *бужер*
1158	(-илIи / -лъ̄илIи, -ди)	бу'жура	b-u'-ʒ-u-r-a	бес; духи; джины; *бужуриде* *ву-хьурулъIа* стать бесноватым (_букв._ бесом схватить); _ратл._ *жинали*, *гибидали*, _тлян._, _цег._ *жинал*
1159		бу'журилIи	b-u'-ʒ-u-r-i-t͡ɬː-i	 1. _род. п._ _от_ *бу'жура* 2. _в знач. прил._ бесовской; *бужурилIи чула* бесовское наваждение; _ратл._ *жиналилIи*, _тлян._, _цег._ *жиналI*
1160	(-ари, -ва, -а', -е̄гье, -е'ре)	бу'жу/рулъIа	b-u'-ʒ-u-r-u-t͡ɬ-a	надеяться _на кого-л._; верить _кому-л., в кого-л._; доверять _кому-чему-л.;_ *экьа-экьалъ̄ига бужири гьудуве* он принимает все на веру (_букв._ верит каждому сказанному); *дене дуга* *кьекIуда бужико* отныне я не верю тебе; *бужӣгьи бакIурулъIа* надеяться на _кого-что-л.;_ *гьудус̄ве буже̄гье йелъ̄ари дене* он обнадежил меня; _ратл._ *бужулахъе*, _тлян._ *бужехъе*, _цег._ *бужахъе*
1161	(-ари, -ва, -а', -е̄гье, -е'ре)	бу'йу/рулъIа	b-u'-j-u-r-u-t͡ɬ-a	1) реветь (_о быке_); *гьини гьаригварилъ̄и уᴴча буйере̄ годи *бык ревет от вида крови 2) _перен._ реветь, громко плакать; _ратл._ *булахъе*, _тлян._ *бубудехъе*
1162		б/у'къада/б/е	b-u'-q͡χ’ː-a-d-a-b-e	1) сухой; засохший; *букъадабе жоми* сено (_букв._ сухая трава); *рукъадаре гьала* засохшие ветки; *букъадабе рикьи* вяленое мясо; *букъа̄бе иᴴгвара* засохший хлеб; *букъадабе къоᴴчула* сухомятка; *букъадабе* *миша* сухое место 2) худощавый; *вукъадаве экIва* худощавый мужчина ◊ *букъадабе чIухIи* спесь; никчемная гордость (_букв._ сухая гордость); _ратл._ *бу'-къадаб*, _тлян._ *букъаб*
1163		б/укъа̄/б/е	b-u-q͡χ’ː-aː-b-e	1) сухой; засохший; *букъадабе жоми* сено (_букв._ сухая трава); *рукъадаре гьала* засохшие ветки; *букъадабе рикьи* вяленое мясо; *букъа̄бе иᴴгвара* засохший хлеб; *букъадабе къоᴴчула* сухомятка; *букъадабе* *миша* сухое место 2) худощавый; *вукъадаве экIва* худощавый мужчина ◊ *букъадабе чIухIи* спесь; никчемная гордость (_букв._ сухая гордость); _ратл._ *бу'-къадаб*, _тлян._ *букъаб*
1164	(-ролIи)	б/укъа'йе	b-u-q͡χ’ː-a'-j-e	гонение (_прочь_), выставление (_за дверь_); _тлян._ *букъер*
1165	(-ролIи)	букъа'йе	b-u-q͡χ’ː-a'-j-e	1) сушка; вяление 2) иссушение; _ратл._ *бокъер*,_ тлян._ *букъер*
1166	(-ролIи)	б/укъе'	b-u-q͡χ’ː-e-'	1) резка; порез 2) рубка 3) пересечение (_дороги_) 4) отгадывание (_сна_) 5) покрытие (_карты в игре_)
1167	(-а̄ри, -ва, -айа', -айе̄гье, -а̄ре)	б/укъо̄'/рулъIа	b-u-q͡χ’ː-oː'-r-u-t͡ɬ-a	гнать; выставлять (_за дверь_); *эша букъо̄рулъIа *гнать прочь; *эх̄а букъо̄рулъIа *а) выставить за дверь б) _перен._ оставить без жилья в) выгнать (_скотину_); _тлян._ *букъехъе*, _цег._ *букъахъе*
1168	(-а̄ри, -ва, -айа', -айе̄гье, -а̄ре)	б/укъо̄'/рулъIа	b-u-q͡χ’ː-oː'-r-u-t͡ɬ-a	1) сушить, вялить; *рикьи букъо̄рулъIа *вялить мясо; *кьIуᴴс̄и букъо̄рулъIа *сушить* *сено* шишакьIе букъо̄рулъIа *просушить белье, или одежду; *куракIе букъо̄рулъIа *сушить курагу 2) _перен._ иссушить _кого-л._; *угъилоде йикъва̄ри гьудуйе *горе иссушило ее; _цег._ *букъвахъе*, _тлян._ *букъехъе*, _ратл._ *букъулахъе *
1169	(-ролIи)	б/укъукъе'	b-u-q͡χ’ː-u-q͡χ’ː-e-'	_многокр._ резка; порез 2) рубка (_леса_) 3) покрытие (_карты в игре_) 4) искромсание; _тлян._ *букъукъер*
1170	(-ари', -ва, -а', -е̄'гье, -е'ре)	б/укъукъу'/рулъIа	b-u-q͡χ’ː-u-q͡χ’ː-u'-r-u-t͡ɬ-a	_многокр._ 1) резать, разрезать; изрезать на части; *рикьи кесекалига букъукъурулъIа* порезать мясо кусками 2) срубать; *аᴴжитоде кени букъукъурулъIа* (_множеством ударов_) срубить топором пень 3) кромсать; *х̄ани букъукъурулъIа *искромсать ткань; _тлян._ *букъукъехъе*, _цег._ *букъукъахъе*
1171	(-ари', -ва, -а', -е̄'гье, -е'ре)	б/укъу'/рулъIа	b-u-q͡χ’ː-u'-r-u-t͡ɬ-a	1) резать, разрезать; порезать; *къочара букъIурулъIа* нарезать сыр; *х̄аᴴлIи кесеки букъурулъIа *отрезать кусок ткани; *уᴴкIа букъурулъIа* а) порезать палец б) ампутировать палец; *лъIалъи букъурулъIа* разрезать на три части 2) срубать; *къечIулIи руша букъурулъIа* срубить березу 3) пересекать, перерезать (_дорогу_); *микъи с̄игуне букъарилъ̄и битIахике *_примета_: если _что-то или кто_-_то_ дорогу перейдет, в пути не повезет 4) отгадывать; предсказывать; *микье бу-къIурулъIа* отгадать сон; *бицаᴴкIо букъурулъIа* отгадать загадку 5) крыть (_карту в игре_); *кагъа букъурулъIа* а) резать бумагу б) крыть карту (_в игре_); _цег._ *букъахъе*, _тлян._ *букъехъе*, _ратл._ *бокъулахъе*
